NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,TinyURL,iFrame,Mouse_Over,Label
2,3,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,1,0
2,3,3,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,13,0,0,0,1,1,0
1,2,4,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,21,0,0,0,1,1,0
1,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0
1,2,6,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,27,0,0,0,1,1,0
2,3,4,60,0,0,0,0,1,0,0,0,0,8,0,0,0,0,15,45,0,0,0,1,1,0
1,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,0
2,3,4,83,3,0,0,0,0,0,2,1,0,9,0,0,0,0,10,34,38,0,0,1,1,0
1,2,2,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,26,0,0,0,1,1,0
1,2,2,69,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,63,0,0,0,1,1,0
2,3,3,76,2,0,0,0,0,0,4,4,0,2,0,0,0,0,16,10,49,0,0,1,1,0
2,3,6,99,6,6,0,0,0,0,0,0,0,7,0,0,0,0,14,85,0,0,0,1,1,0
2,3,2,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,1,1,0
3,4,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,0,0,1,1,0
2,3,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,1,1,0
2,3,4,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,1,1,1,0
4,5,6,66,0,0,0,0,0,0,0,0,0,7,0,0,0,0,18,48,0,0,0,1,1,0
3,4,2,35,2,2,0,0,0,0,0,0,0,14,0,0,0,0,13,22,0,0,1,1,1,0
1,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,1,1,0
2,3,2,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,1,1,0
1,2,3,28,1,1,0,0,0,0,0,0,0,2,0,0,0,0,20,8,0,0,0,1,1,0
1,2,4,39,1,1,0,0,0,0,0,0,0,5,0,0,0,0,12,27,0,0,0,1,1,0
3,4,3,61,0,0,0,0,0,0,1,0,0,15,0,0,0,0,20,15,25,0,0,1,1,0
2,3,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,1,1,1,0
2,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,1,1,0
2,3,2,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,13,0,0,0,1,1,0
2,3,3,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,24,0,0,0,1,1,0
2,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,1,1,0
1,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,1,0
3,4,3,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,1,1,0
2,3,4,73,0,0,0,0,1,0,0,0,0,4,0,0,0,0,11,62,0,0,0,1,1,0
1,2,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,1,1,0
2,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,1,1,0
2,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,0
1,2,4,58,4,4,0,0,0,0,0,0,0,8,0,0,0,0,10,48,0,0,0,1,1,0
1,2,4,68,2,2,0,0,0,0,0,0,0,14,0,0,0,0,17,51,0,0,0,1,1,0
1,2,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,1,1,0
2,3,2,38,0,0,0,0,0,0,1,0,0,5,0,0,0,0,24,1,12,0,0,1,1,0
3,4,4,67,5,5,0,0,0,0,0,0,0,8,0,0,0,0,28,39,0,0,1,1,1,0
2,3,4,32,0,0,0,1,0,0,0,0,0,3,0,0,0,0,11,21,0,0,0,1,1,0
2,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,1,1,0
2,3,5,144,1,1,0,0,11,2,0,0,0,8,0,0,0,0,16,128,0,0,0,1,1,0
2,3,3,39,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,25,0,0,0,1,1,0
1,2,5,44,3,3,0,0,0,0,0,0,0,2,0,0,0,0,9,35,0,0,0,1,1,0
3,4,4,66,4,4,0,0,0,0,0,0,0,10,0,0,0,0,23,43,0,0,1,1,1,0
2,3,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,1,1,0
1,2,2,32,0,0,0,0,1,0,1,0,0,1,0,0,0,0,21,1,9,0,0,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,6,13,0,0,1,1,0
1,2,4,58,0,0,0,0,6,0,0,0,0,1,0,0,0,0,14,44,0,0,0,1,1,0
1,2,4,49,1,1,0,0,0,0,0,0,0,6,0,0,0,0,11,38,0,0,0,1,1,0
1,2,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,1,1,0
1,2,2,31,0,0,0,0,1,0,1,0,0,3,0,0,0,0,11,6,13,0,0,1,1,0
3,4,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,1,1,0
1,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,1,1,0
1,2,4,37,3,3,0,0,0,0,0,0,0,5,0,0,0,0,9,28,0,0,0,1,1,0
2,3,5,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,29,0,0,0,1,1,0
1,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,1,1,0
3,4,5,45,0,0,0,0,1,0,0,0,0,6,0,0,0,0,14,31,0,0,1,1,1,0
1,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0
2,3,2,29,1,1,0,0,0,2,0,0,0,4,0,0,0,0,9,20,0,0,0,1,1,0
3,4,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,1,1,0
1,2,4,47,1,1,0,0,0,0,0,0,0,10,0,0,0,0,12,35,0,0,0,1,1,0
2,3,6,81,6,6,0,0,0,0,0,0,0,14,0,0,0,0,27,54,0,0,0,1,1,0
3,4,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,1,1,0
3,4,4,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,17,0,0,0,1,1,0
2,3,5,56,2,2,0,0,0,0,0,0,0,7,0,0,0,0,11,45,0,0,0,1,1,0
2,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,1,1,0
2,3,6,59,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,45,0,0,0,1,1,0
1,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,1,1,0
2,3,3,40,1,1,0,0,0,0,0,0,0,12,0,0,0,0,16,24,0,0,0,1,1,0
1,2,5,57,5,5,0,0,0,0,0,0,0,5,0,0,0,0,13,44,0,0,0,1,1,0
2,3,3,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,17,0,0,0,1,1,0
2,3,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,1,1,1,0
1,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,1,1,0
1,2,4,65,0,0,0,0,5,1,0,0,0,2,0,0,0,0,14,51,0,0,0,1,1,0
2,3,5,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,28,0,0,0,1,1,0
3,4,2,36,2,2,0,0,0,0,0,0,0,15,0,0,0,0,13,23,0,0,1,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,6,13,0,0,1,1,0
1,2,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,25,0,1,1,1,0
3,4,4,62,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21,41,0,0,0,1,1,0
1,2,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,1,1,1,0
1,2,4,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,18,0,0,0,1,1,0
2,3,3,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,33,0,0,0,1,1,0
1,2,5,91,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,69,0,0,0,1,1,0
3,4,3,49,2,2,0,1,0,0,0,0,0,0,0,0,0,0,28,21,0,0,0,1,1,0
1,2,2,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,0,1,1,0
3,4,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,1,1,0
1,2,3,40,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,1,1,0
1,2,6,67,3,3,0,0,0,0,0,0,0,8,0,0,0,0,18,49,0,0,0,1,1,0
2,3,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,1,1,0
1,2,2,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,0,0,1,1,1,0
2,3,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,1,1,0
3,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,1,1,1,0
3,4,2,43,0,0,0,0,0,1,0,0,0,2,0,0,0,0,22,21,0,0,0,1,1,0
2,3,3,51,2,2,0,0,0,0,0,0,0,1,0,0,0,0,22,29,0,0,1,1,1,0
2,3,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,1,1,0
1,2,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,1,1,0
2,3,3,34,1,1,0,0,0,0,0,0,0,4,0,0,0,0,10,24,0,0,0,1,1,0
1,2,7,68,4,4,0,0,0,0,0,0,0,10,0,0,0,0,19,49,0,0,0,1,1,0
1,2,4,68,5,5,0,0,0,0,0,0,0,10,0,0,0,0,10,58,0,0,0,1,1,0
1,2,2,34,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,28,0,0,0,1,1,0
1,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,1,1,0
1,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,0
1,2,2,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,11,0,0,0,1,1,0
2,3,6,77,4,4,0,0,0,0,0,0,0,13,0,0,0,0,10,67,0,0,0,1,1,0
4,5,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,0,0,1,1,1,0
2,3,5,55,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,47,0,0,0,1,1,0
2,3,3,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,26,0,0,0,1,1,0
1,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,1,0
1,2,4,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,21,0,0,0,1,1,0
2,3,2,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,1,1,1,0
2,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,1,1,0
1,2,3,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,21,0,0,0,1,1,0
1,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,1,1,0
1,2,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,1,1,0
3,4,4,60,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,41,0,0,0,1,1,0
1,2,5,84,1,1,0,0,8,0,0,0,0,0,0,0,0,0,11,73,0,0,0,1,1,0
3,4,2,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,12,9,0,0,1,1,0
2,3,3,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,21,0,0,0,1,1,0
2,3,3,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,18,0,0,0,1,1,0
1,2,3,38,0,0,0,0,1,0,1,0,0,4,0,0,0,0,20,8,9,0,0,1,1,0
3,4,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,1,1,0
2,3,2,32,0,0,0,0,0,0,1,0,0,4,0,0,0,0,15,9,7,0,0,1,1,0
1,2,4,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,25,0,0,0,1,1,0
3,4,3,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,1,1,1,0
1,2,4,28,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12,16,0,0,0,1,1,0
2,3,3,40,1,1,0,0,1,0,0,0,0,1,0,0,0,0,16,24,0,0,0,1,1,0
1,2,4,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,17,0,0,0,1,1,0
2,3,4,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,17,0,0,0,1,1,0
1,2,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0
3,4,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,1,1,0
1,2,4,62,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,52,0,0,0,1,1,0
2,3,3,40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,11,20,0,0,1,1,0
3,4,2,41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,1,1,0
2,3,3,69,0,0,0,0,5,1,0,0,0,1,0,0,0,0,16,53,0,0,0,1,1,0
2,3,3,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,24,0,0,0,1,1,0
2,3,5,65,3,3,0,0,0,0,0,0,0,9,0,0,0,0,16,49,0,0,0,1,1,0
1,2,4,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,1,1,0
1,2,2,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,1,1,0
2,3,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,1,1,0
1,2,3,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,1,1,0
2,3,2,69,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,57,0,0,0,1,1,0
1,2,3,58,5,5,0,0,0,0,0,0,0,8,0,0,0,0,13,45,0,0,0,1,1,0
1,2,3,56,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,35,0,0,0,1,1,0
1,2,4,72,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14,58,0,0,0,1,1,0
2,3,2,55,0,0,0,0,0,0,3,3,0,14,0,0,0,0,11,6,37,0,0,1,1,0
1,2,7,83,3,3,0,0,1,0,0,0,0,8,0,0,0,0,9,74,0,0,0,1,1,0
1,2,3,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,40,0,0,0,1,1,0
2,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,1,1,0
2,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,1,1,0
2,3,3,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,17,0,0,0,1,1,0
3,4,3,68,0,0,0,0,4,0,0,0,0,0,0,0,0,0,31,37,0,0,0,1,1,0
2,3,2,37,0,0,0,0,0,0,1,0,0,6,0,0,0,0,10,11,15,0,0,1,1,0
1,2,4,62,5,5,0,0,0,0,0,0,0,6,0,0,0,0,18,44,0,0,0,1,1,0
1,2,4,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,15,0,0,0,1,1,0
2,3,3,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,36,0,0,0,1,1,0
1,2,4,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,16,0,0,0,1,1,0
2,3,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,0,1,1,0
1,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,2,0,0,0,0,11,6,13,0,0,1,1,0
2,3,5,59,4,4,0,0,0,0,0,0,0,0,0,0,0,0,13,46,0,0,0,1,1,0
1,2,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,1,0
2,3,4,45,0,0,0,0,1,0,0,0,0,8,0,0,0,0,12,33,0,0,0,1,1,0
2,3,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,1,1,0
2,3,3,54,1,1,0,0,0,0,2,1,0,4,0,0,0,0,20,21,12,0,0,1,1,0
1,2,4,37,1,1,0,0,0,0,0,0,0,8,0,0,0,0,7,30,0,0,0,1,1,0
3,4,6,74,1,1,0,0,0,0,0,0,0,3,0,0,0,0,30,44,0,0,0,1,1,0
1,2,3,39,2,2,0,0,0,0,0,0,0,5,0,0,0,0,8,31,0,0,0,1,1,0
4,5,4,82,1,1,0,0,6,0,0,0,0,8,0,0,0,0,10,72,0,0,0,1,1,0
1,2,4,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,1,1,0
1,2,6,109,8,8,0,0,0,0,0,0,0,5,0,0,0,0,18,91,0,0,1,1,1,0
2,3,5,97,6,6,0,0,0,0,0,0,0,29,0,1,0,0,11,86,0,0,0,1,1,0
1,2,3,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,20,0,0,0,1,1,0
3,4,3,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,27,0,0,0,1,1,0
2,3,3,80,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16,64,0,0,0,1,1,0
2,3,2,102,4,4,0,0,7,0,0,0,0,6,0,0,0,0,10,92,0,0,0,1,1,0
2,3,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,1,1,0
2,3,4,49,0,0,0,0,3,0,0,0,0,10,0,0,0,0,11,38,0,0,0,1,1,0
3,4,3,85,9,9,0,0,0,0,0,0,0,6,0,0,0,0,19,66,0,0,0,1,1,0
2,3,2,51,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0,1,1,0
4,5,3,28,0,0,0,1,0,0,0,0,0,2,0,0,0,0,20,8,0,0,0,1,1,0
1,2,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,1,1,0
2,3,6,69,4,4,0,0,0,0,0,0,0,14,0,0,0,0,22,47,0,0,0,1,1,0
3,4,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,1,1,0
2,3,2,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,1,1,0
2,3,2,44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,0,1,1,0
1,2,6,117,1,1,0,0,15,0,0,0,0,0,0,0,0,0,18,99,0,0,0,1,1,0
1,2,2,25,1,1,0,0,0,0,0,0,0,12,0,0,0,0,10,15,0,0,0,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,6,13,0,0,1,1,0
1,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,1,0
1,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,1,0
1,2,4,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,22,0,0,0,1,1,0
2,3,4,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,12,0,0,0,1,1,0
3,4,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,1,1,0
2,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,1,1,0
1,2,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,1,1,0
2,3,3,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,21,0,0,0,1,1,0
6,7,6,94,0,0,0,0,1,0,0,0,0,6,0,0,0,0,25,69,0,0,0,1,1,0
2,3,3,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,16,0,0,0,1,1,0
1,2,4,56,3,3,0,0,0,0,0,0,0,15,0,0,0,0,12,44,0,0,0,1,1,0
3,4,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,1,1,1,0
2,3,4,45,1,1,0,0,0,0,0,0,0,2,0,0,0,0,20,25,0,0,0,1,1,0
2,3,5,70,2,2,0,0,0,0,0,0,0,13,0,0,0,0,26,44,0,0,0,1,1,0
2,3,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,1,1,0
2,3,6,147,12,12,0,0,2,0,0,0,0,24,0,1,0,0,18,129,0,0,0,1,1,0
1,2,3,76,6,6,0,0,0,0,0,0,0,2,0,0,0,0,14,62,0,0,1,1,1,0
2,3,2,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,22,0,0,0,1,1,0
3,4,4,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,38,0,0,0,1,1,0
2,3,4,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,11,0,0,0,1,1,0
3,4,2,149,0,0,0,0,0,2,6,7,0,8,0,0,0,0,22,18,108,0,1,1,1,0
3,4,2,46,0,0,0,0,0,0,1,0,0,5,0,0,0,0,23,14,8,0,0,1,1,0
1,2,4,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,17,9,0,0,0,1,1,0
2,3,6,63,2,2,0,0,0,0,0,0,0,0,0,0,0,0,25,38,0,0,0,1,1,0
2,3,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0
3,4,2,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,1,1,0
1,2,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,1,1,0
1,2,5,48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,0,0,1,1,0
1,2,4,106,14,14,0,0,0,0,0,0,0,2,0,0,0,0,21,85,0,0,0,1,1,0
2,3,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,1,1,1,0
2,3,2,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0,0,0,1,1,0
2,3,2,45,4,4,0,0,0,0,0,0,0,3,0,0,0,0,18,27,0,0,0,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,2,0,0,0,0,11,6,13,0,0,1,1,0
2,3,2,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,1,1,0
2,3,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,2,0,0,0,0,11,6,13,0,0,1,1,0
2,3,2,37,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,12,10,0,0,1,1,0
2,3,3,44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,0,0,1,1,0
1,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,1,1,0
1,2,4,71,5,5,0,0,0,0,0,0,0,0,0,0,0,0,20,51,0,0,0,1,1,0
1,2,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,1,0
1,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,1,0
2,3,3,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,28,0,0,0,1,1,0
2,3,6,45,1,1,0,0,0,0,0,0,0,4,0,0,0,0,15,30,0,0,0,1,1,0
1,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,1,0
3,4,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,1,1,0
1,2,2,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,6,13,0,0,1,1,0
2,3,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,1,1,0
4,5,9,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,44,0,0,0,1,1,0
2,3,3,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,19,0,0,0,1,1,0
1,2,4,60,4,4,0,0,0,0,0,0,0,10,0,0,0,0,10,50,0,0,0,1,1,0
2,3,4,70,3,3,0,0,0,0,0,0,0,3,0,0,0,0,24,46,0,0,0,1,1,0
2,3,3,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,13,0,0,0,1,1,0
2,3,2,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,19,0,0,0,1,1,0
2,3,3,40,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,29,0,0,0,1,1,0
1,2,6,70,7,7,0,0,0,0,0,0,0,12,0,0,0,0,9,61,0,0,0,1,1,0
1,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,1,1,0
2,3,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,0,1,1,0
2,3,5,55,0,0,0,0,2,0,0,0,0,5,0,0,0,0,12,43,0,0,0,1,1,0
1,2,2,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,33,0,0,0,1,1,0
3,4,5,53,1,1,0,0,0,0,0,0,0,5,0,0,0,0,16,37,0,0,0,1,1,0
3,4,3,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,21,0,0,0,1,1,0
1,2,3,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,1,1,0
2,3,3,60,3,3,0,0,0,0,0,0,0,5,0,0,0,0,16,44,0,0,0,1,1,0
1,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,1,1,0
3,4,2,97,0,0,0,0,3,0,4,3,0,12,0,0,0,0,20,10,66,0,0,1,1,0
4,5,3,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,16,0,0,0,1,1,0
3,4,6,65,0,0,0,0,4,0,0,0,0,8,0,0,0,0,21,44,0,0,0,1,1,0
2,3,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,1,1,0
2,3,7,97,0,0,0,0,8,0,0,0,0,6,0,0,0,0,9,88,0,0,0,1,1,0
2,3,4,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,33,0,0,0,1,1,0
2,3,2,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,1,1,1,0
3,4,2,59,0,0,0,0,4,0,0,0,0,4,0,0,0,0,22,37,0,0,1,1,1,0
2,3,3,59,0,0,0,0,5,1,0,0,0,2,0,0,0,0,16,43,0,0,0,1,1,0
1,2,2,22,1,1,0,0,0,0,0,0,0,9,0,0,0,0,10,12,0,0,0,1,1,0
1,2,4,72,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,50,0,0,0,1,1,0
