QueryLength,UrlLength,NumNumericChars,HostnameLength,NumDots,NumDashInHostname,NumDash,NumAmpersand,SubdomainLevel,RandomString,NumQueryComponents,NumPercent,PathLevel,IpAddress,NumUnderscore,Label
0,29,0,12,1,0,0,0,2,0,0,0,2,0,0,0
66,97,12,20,3,0,0,3,4,0,4,0,2,0,3,0
0,37,3,21,4,0,0,0,5,0,0,0,3,0,0,0
0,65,8,21,3,0,0,0,4,0,0,0,6,0,4,0
0,31,0,17,2,0,0,0,3,0,0,0,4,0,0,0
0,97,6,9,2,0,0,0,3,0,0,0,7,0,8,0
0,42,5,9,2,0,0,0,3,0,0,0,4,0,0,0
0,24,0,23,2,1,1,0,3,0,0,0,2,0,0,0
0,59,4,22,3,0,0,0,4,0,0,0,2,0,4,0
0,59,2,16,2,0,0,0,3,0,0,1,3,0,5,0
0,22,9,10,1,1,1,0,2,0,0,0,2,0,0,0
0,72,0,22,1,6,6,0,2,0,0,0,4,0,0,0
0,25,0,24,2,0,0,0,3,0,0,0,2,0,0,0
0,44,6,11,1,1,1,0,2,0,0,0,4,0,0,0
0,60,0,16,2,0,0,0,3,0,0,0,3,0,3,0
0,32,0,11,1,1,1,0,2,0,0,0,3,0,0,0
0,40,0,21,1,0,0,0,2,0,0,0,3,0,1,0
0,44,0,14,1,0,0,0,2,0,0,0,4,0,0,0
0,73,0,22,3,3,3,0,4,0,0,0,5,0,0,0
0,27,0,12,1,0,0,0,2,0,0,0,3,0,2,0
15,56,3,23,3,0,2,0,4,0,0,0,2,0,0,0
0,77,9,34,2,7,7,0,3,0,0,0,2,0,0,0
0,70,10,20,1,3,3,0,2,0,0,0,4,0,0,0
0,35,5,19,2,0,0,0,3,0,0,0,3,0,0,0
0,39,0,13,2,0,0,0,3,0,0,0,3,0,0,0
0,53,0,12,2,0,0,0,3,0,0,0,4,0,1,0
0,34,0,21,1,2,2,0,2,0,0,0,3,0,0,0
0,45,0,16,1,2,2,0,2,0,0,0,3,0,0,0
0,30,0,17,2,0,0,0,3,0,0,0,3,0,0,0
0,56,6,17,3,1,1,0,4,0,0,0,5,0,0,0
0,24,7,8,1,0,0,0,2,0,0,0,4,0,0,0
20,54,8,8,2,0,0,0,3,0,1,0,3,0,0,0
20,33,0,11,1,0,0,0,2,0,1,0,2,0,0,0
35,86,9,10,2,0,2,1,3,0,2,0,4,0,0,0
0,84,11,15,3,12,12,0,4,0,0,0,6,0,0,0
0,35,1,17,2,0,0,0,3,0,0,0,4,0,0,0
0,70,10,10,1,4,4,0,2,0,0,0,4,0,0,0
0,32,0,31,2,0,0,0,3,0,0,0,2,0,0,0
0,70,0,43,2,2,2,0,3,0,0,0,3,0,0,0
30,67,5,17,2,0,1,1,3,0,2,0,3,0,0,0
0,33,0,20,2,0,0,0,3,0,0,0,2,0,1,0
0,19,0,18,1,0,0,0,2,0,0,0,2,0,0,0
0,56,2,16,2,4,4,0,3,0,0,0,2,0,2,0
0,58,4,6,2,0,0,0,3,0,0,0,5,0,0,0
0,31,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,44,3,16,2,2,2,0,3,0,0,0,3,0,0,0
0,121,4,20,2,10,10,0,3,0,0,0,5,0,0,0
0,26,7,8,2,0,0,0,3,0,0,0,3,0,0,0
0,53,5,9,1,2,2,0,2,0,0,0,5,0,0,0
0,56,0,25,3,1,1,0,4,0,0,0,4,0,0,0
0,22,0,21,2,0,0,0,3,0,0,0,2,0,0,0
0,50,0,21,2,0,0,0,3,0,0,0,4,0,0,0
0,46,0,27,3,1,1,0,4,0,0,0,6,0,0,0
0,27,1,26,2,0,0,0,3,0,0,0,2,0,0,0
0,69,3,34,3,0,0,0,4,0,0,0,4,0,3,0
0,28,2,16,2,1,1,0,3,0,0,0,3,0,0,0
0,31,0,11,1,1,1,0,2,0,0,0,3,0,0,0
0,23,0,10,1,0,0,0,2,0,0,0,2,0,0,0
0,27,0,17,2,0,0,0,3,0,0,0,3,0,0,0
0,43,0,16,2,2,2,0,3,0,0,0,4,0,0,0
0,102,0,16,2,0,0,0,3,0,0,0,4,0,11,0
0,38,0,20,2,0,0,0,3,0,0,0,5,0,0,0
0,106,8,29,0,0,0,0,1,0,0,1,2,0,1,0
0,19,0,18,1,2,2,0,2,0,0,0,2,0,0,0
0,53,5,10,1,2,2,0,2,0,0,0,4,0,0,0
14,46,5,11,2,1,1,0,3,0,1,0,3,0,0,0
0,35,0,13,3,0,0,0,4,0,0,0,4,0,0,0
0,51,1,17,2,0,0,0,3,0,0,0,3,0,3,0
0,27,2,12,1,0,0,0,2,0,0,0,3,0,0,0
0,35,0,8,1,0,0,0,2,0,0,0,5,0,0,0
0,29,0,16,2,1,1,0,3,0,0,0,3,0,0,0
0,45,5,22,1,2,2,0,2,0,0,0,3,0,0,0
0,77,0,15,1,6,6,0,2,0,0,0,4,0,0,0
0,29,0,13,1,0,0,0,2,0,0,0,3,0,2,0
0,27,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,21,0,20,1,1,1,0,2,0,0,0,2,0,0,0
0,49,4,16,2,0,0,0,3,0,0,0,3,0,3,0
18,59,6,25,3,0,0,1,4,0,2,0,2,0,0,0
0,24,7,8,1,0,0,0,2,0,0,0,4,0,0,0
0,116,5,23,2,2,2,0,3,0,0,0,10,0,0,0
0,63,10,10,1,4,4,0,2,0,0,0,4,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
12,69,5,19,2,0,0,0,3,0,1,0,4,0,0,0
9,46,5,12,2,0,0,0,3,0,1,0,4,0,0,0
0,39,10,10,1,0,0,0,2,0,0,0,5,0,0,0
0,15,4,10,1,0,0,0,2,0,0,0,2,0,0,0
0,23,10,10,1,1,1,0,2,0,0,0,2,0,0,0
0,23,0,22,2,0,0,0,3,0,0,0,2,0,0,0
0,16,0,15,1,0,0,0,2,0,0,0,2,0,0,0
0,76,2,13,3,0,0,0,4,0,0,0,5,0,5,0
0,50,9,12,2,0,0,0,3,0,0,0,3,0,2,0
0,48,0,34,3,2,2,0,4,0,0,0,4,0,0,0
0,16,0,15,1,0,0,0,2,0,0,0,2,0,0,0
0,37,0,10,3,0,0,0,4,0,0,0,3,0,3,0
0,24,0,14,1,0,0,0,2,0,0,0,3,0,0,0
7,36,0,12,1,0,0,0,2,0,1,0,2,0,0,0
0,55,0,18,2,0,0,0,3,0,0,0,5,0,1,0
0,25,4,24,2,0,0,0,3,0,0,0,2,0,0,0
0,43,0,12,2,1,1,0,3,0,0,0,4,0,0,0
0,78,6,26,1,5,5,0,2,0,0,0,5,0,0,0
13,31,2,11,1,0,0,0,2,0,1,0,2,0,0,0
0,54,5,10,1,4,4,0,2,0,0,0,4,0,0,0
0,40,8,10,2,0,0,0,3,0,0,0,3,0,1,0
0,63,2,19,2,0,0,0,3,0,0,0,4,0,3,0
14,79,0,26,3,0,0,0,4,0,1,0,5,0,0,0
0,59,20,13,1,3,3,0,2,0,0,0,6,0,0,0
5,70,1,18,2,4,4,0,3,0,1,0,3,0,0,0
0,63,7,19,2,3,3,0,3,0,0,0,4,0,0,0
0,31,3,24,2,0,0,0,3,0,0,0,2,0,0,0
0,33,0,10,1,0,0,0,2,0,0,0,3,0,2,0
0,21,0,20,2,1,1,0,3,0,0,0,2,0,0,0
0,28,2,18,3,0,0,0,4,0,0,0,3,0,0,0
0,36,0,20,3,0,0,0,4,0,0,0,2,0,0,0
0,50,0,12,3,0,0,0,4,0,0,0,5,0,0,0
0,26,0,25,2,0,0,0,3,0,0,0,2,0,0,0
0,45,0,8,1,2,2,0,2,0,0,0,4,0,0,0
6,68,11,17,3,4,4,0,4,0,1,0,4,0,0,0
0,29,0,10,1,0,0,0,2,0,0,0,3,0,1,0
0,17,1,11,1,1,1,0,2,0,0,0,3,0,0,0
0,47,2,12,2,4,4,0,3,0,0,0,2,0,0,0
0,29,0,17,1,0,0,0,2,0,0,0,3,0,0,0
0,68,6,23,2,0,0,0,3,0,0,3,3,0,0,0
0,41,0,18,2,0,0,0,3,0,0,0,3,0,1,0
0,31,0,16,2,0,0,0,3,0,0,0,2,0,0,0
4,26,2,20,1,0,0,0,2,0,1,0,2,0,0,0
0,37,0,15,4,0,0,0,5,0,0,0,4,0,0,0
0,75,0,15,3,0,0,0,4,0,0,0,5,0,2,0
0,27,0,15,3,0,0,0,4,0,0,0,2,0,0,0
0,77,7,14,1,8,8,0,2,0,0,0,3,0,0,0
0,62,5,16,3,4,4,0,4,0,0,0,3,0,2,0
13,31,4,11,1,0,0,0,2,0,1,0,2,0,0,0
0,41,0,14,1,0,0,0,2,0,0,0,5,0,1,0
0,120,7,19,1,11,11,0,2,0,0,0,6,0,0,0
0,33,0,11,1,1,1,0,2,0,0,0,3,0,0,0
0,18,0,17,2,0,0,0,3,0,0,0,2,0,0,0
0,56,10,16,1,3,3,0,2,0,0,0,4,0,0,0
0,51,0,17,1,0,0,0,2,0,0,0,3,0,5,0
0,14,0,13,2,0,0,0,3,0,0,0,2,0,0,0
0,32,4,8,2,0,0,0,3,0,0,0,4,0,0,0
0,30,0,17,2,0,0,0,3,0,0,0,2,0,0,0
0,74,10,18,1,5,5,0,2,0,0,0,4,0,0,0
0,23,0,22,1,1,1,0,2,0,0,0,2,0,0,0
0,41,0,16,2,0,0,0,3,0,0,0,2,0,2,0
0,51,15,12,1,1,1,0,2,0,0,0,4,0,0,0
0,39,0,17,1,0,0,0,2,0,0,0,3,0,1,0
0,36,0,18,1,0,0,0,2,0,0,0,4,0,1,0
0,65,7,13,1,4,4,0,2,0,0,0,3,0,0,0
0,19,0,12,2,0,0,0,3,0,0,0,3,0,0,0
0,28,0,20,2,0,0,0,3,0,0,0,3,0,0,0
0,59,15,10,1,3,3,0,2,0,0,0,6,0,0,0
0,33,4,20,2,0,0,0,3,0,0,0,3,0,0,0
13,51,5,12,2,0,0,0,3,0,1,0,3,0,0,0
0,40,7,10,2,0,0,0,3,0,0,0,3,0,1,0
0,36,5,19,2,0,0,0,3,0,0,0,3,0,0,0
0,38,0,16,2,0,0,0,3,0,0,0,3,0,2,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
19,65,5,25,2,2,2,1,3,0,2,0,2,0,0,0
0,26,0,10,1,0,0,0,2,0,0,0,2,0,0,0
0,58,7,19,3,4,4,0,4,0,0,0,4,0,0,0
0,34,0,13,2,1,1,0,3,0,0,0,2,0,1,0
0,19,3,15,2,0,0,0,3,0,0,0,2,0,0,0
19,42,12,12,1,0,0,0,2,0,1,0,2,0,1,0
0,34,0,16,2,0,0,0,3,0,0,0,3,0,1,0
20,46,0,15,3,0,0,0,3,0,1,0,2,0,2,0
0,30,0,29,1,0,0,0,2,0,0,0,2,0,0,0
0,35,11,12,2,1,1,0,3,0,0,0,3,0,0,0
0,43,2,17,2,1,1,0,3,0,0,0,4,0,0,0
0,17,0,9,1,0,0,0,2,0,0,0,3,0,0,0
10,52,6,18,2,0,0,0,3,0,1,0,3,0,0,0
0,21,1,20,2,0,0,0,3,0,0,0,2,0,0,0
0,26,0,25,1,0,0,0,2,0,0,0,2,0,0,0
0,55,5,12,2,0,0,0,3,0,0,0,5,0,2,0
0,52,0,51,1,5,5,0,2,0,0,0,2,0,0,0
51,64,15,10,1,0,0,2,2,0,3,3,2,0,1,0
0,22,0,14,2,0,0,0,3,0,0,0,3,0,0,0
0,49,1,14,2,0,0,0,3,0,0,0,5,0,0,0
25,61,14,20,3,0,0,0,4,0,1,0,3,0,0,0
0,23,3,7,1,0,0,0,2,0,0,0,5,0,0,0
0,125,6,17,3,12,12,0,4,0,0,0,6,0,0,0
0,62,0,8,2,0,0,0,3,0,0,0,5,0,0,0
0,49,6,14,3,2,2,0,4,0,0,0,3,0,0,0
0,83,11,11,1,11,11,0,2,0,0,0,5,0,0,0
0,46,0,24,2,1,1,0,3,0,0,0,3,0,0,0
0,31,5,19,1,0,0,0,2,0,0,0,3,0,0,0
0,124,13,13,2,12,12,0,3,0,0,0,4,0,0,0
0,65,4,16,2,4,4,0,3,0,0,0,5,0,0,0
0,21,0,20,1,0,0,0,2,0,0,0,2,0,0,0
7,26,5,17,1,0,0,0,2,0,1,0,2,0,0,0
0,27,0,11,2,0,0,0,3,0,0,0,2,0,0,0
0,28,0,21,2,0,0,0,3,0,0,0,3,0,0,0
0,34,0,11,3,0,0,0,4,0,0,0,4,0,0,0
0,21,0,14,3,0,0,0,4,0,0,0,2,0,0,0
0,53,0,11,2,2,2,0,3,0,0,0,4,0,0,0
0,41,0,13,1,1,1,0,2,0,0,0,5,0,0,0
47,83,6,17,2,0,0,0,3,0,1,0,2,0,5,0
0,55,6,15,2,2,2,0,3,0,0,0,5,0,0,0
0,34,0,24,3,0,0,0,4,0,0,0,2,0,0,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
0,30,5,24,1,0,0,0,2,0,0,0,3,0,0,0
0,52,0,14,1,4,4,0,2,0,0,0,4,0,0,0
0,31,0,21,1,0,0,0,2,0,0,0,2,0,0,0
0,39,0,21,2,0,0,0,3,0,0,0,4,0,0,0
0,42,6,16,1,1,1,0,2,0,0,0,4,0,1,0
67,91,0,13,2,0,0,1,3,0,2,0,2,0,0,0
0,24,7,8,1,0,0,0,2,0,0,0,4,0,0,0
0,34,0,11,1,1,1,0,2,0,0,0,3,0,0,0
0,76,9,28,3,5,5,0,4,0,0,0,4,0,0,0
0,99,16,15,1,12,12,0,2,0,0,0,6,0,0,0
0,31,0,18,3,1,1,0,4,0,0,0,2,0,0,0
0,34,0,16,2,0,0,0,3,0,0,0,3,0,1,0
7,28,5,19,1,0,0,0,2,0,1,0,2,0,0,0
0,53,0,18,1,3,3,0,2,0,0,0,3,0,0,0
0,44,2,9,1,2,2,0,2,0,0,0,4,0,0,0
0,32,0,12,1,0,0,0,2,0,0,0,4,0,1,0
0,28,5,11,1,0,0,0,2,0,0,0,3,0,0,0
47,73,8,16,2,0,2,0,3,0,1,0,3,0,4,0
0,52,0,25,1,3,3,0,2,0,0,0,3,0,0,0
0,45,0,18,4,0,0,0,5,0,0,0,3,0,0,0
0,34,0,17,3,0,0,0,4,0,0,0,3,0,0,0
0,38,0,13,1,1,1,0,2,0,0,0,5,0,0,0
0,13,0,12,1,0,0,0,2,0,0,0,2,0,0,0
0,65,6,20,2,4,4,0,3,0,0,0,5,0,0,0
0,32,2,8,2,1,1,0,3,0,0,0,4,0,0,0
0,40,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,23,10,10,1,1,1,0,2,0,0,0,2,0,0,0
0,21,0,16,1,0,0,0,2,0,0,0,2,0,0,0
0,48,0,14,2,1,1,0,3,0,0,0,5,0,0,0
0,17,0,16,1,0,0,0,2,0,0,0,2,0,0,0
0,13,0,12,1,1,1,0,2,0,0,0,2,0,0,0
0,53,8,12,2,0,0,0,3,0,0,0,3,0,2,0
0,34,0,11,3,0,0,0,4,0,0,0,3,0,0,0
0,24,0,14,2,0,0,0,3,0,0,0,3,0,0,0
0,45,0,30,2,2,2,0,3,0,0,0,3,0,0,0
0,23,0,22,2,0,0,0,3,0,0,0,2,0,0,0
0,56,4,15,3,3,3,0,4,0,0,0,2,0,0,0
213,248,19,11,2,0,0,27,3,0,16,0,3,0,0,0
0,23,0,15,1,0,0,0,2,0,0,0,2,0,0,0
0,40,0,24,2,1,1,0,3,0,0,0,4,0,0,0
0,23,0,22,1,0,0,0,2,0,0,0,2,0,0,0
0,39,3,16,2,1,1,0,3,0,0,0,5,0,0,0
0,9,0,8,1,0,0,0,2,0,0,0,2,0,0,0
52,68,2,8,1,0,0,1,2,0,2,2,2,0,1,0
0,29,0,7,2,0,0,0,3,0,0,0,2,0,0,0
11,24,3,11,1,0,0,0,2,0,1,0,2,0,1,0
0,25,0,10,1,0,0,0,2,0,0,0,2,0,0,0
5,31,2,13,2,0,0,0,3,0,1,0,2,0,0,0
0,34,0,8,2,0,0,0,3,0,0,0,3,0,1,0
0,34,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,27,0,26,2,0,0,0,3,0,0,0,2,0,0,0
0,56,0,16,2,0,0,0,3,0,0,0,3,0,6,0
13,31,0,11,1,0,0,0,2,0,1,0,2,0,0,0
0,86,9,9,2,7,7,0,3,0,0,0,5,0,0,0
0,49,0,11,1,0,0,0,2,0,0,0,5,0,0,0
0,30,0,19,2,1,1,0,3,0,0,0,3,0,0,0
0,35,0,12,1,0,0,0,2,0,0,0,5,0,0,0
0,32,0,21,2,0,0,0,3,0,0,0,2,0,0,0
0,67,18,12,2,1,1,0,3,0,0,0,5,0,0,0
0,99,9,28,2,10,10,0,3,0,0,0,2,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
0,38,0,15,2,0,0,0,3,0,0,0,3,0,0,0
0,27,0,26,1,0,0,0,2,0,0,0,2,0,0,0
0,47,9,12,2,0,0,0,3,0,0,0,3,0,2,0
0,25,0,11,2,0,0,0,3,0,0,0,4,0,0,0
0,50,6,18,2,2,2,0,3,0,0,0,4,0,0,0
0,112,0,12,1,11,11,0,2,0,0,0,3,0,0,0
0,43,7,15,2,1,1,0,3,0,0,0,6,0,0,0
0,39,1,9,1,0,0,0,2,0,0,0,4,0,0,0
0,67,0,20,2,2,2,0,3,0,0,0,6,0,0,0
0,54,1,21,1,0,0,0,2,0,0,1,3,0,2,0
0,48,0,7,2,0,0,0,3,0,0,0,4,0,2,0
0,50,0,12,2,3,3,0,3,0,0,0,4,0,0,0
0,32,0,9,2,0,0,0,3,0,0,0,3,0,0,0
0,33,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,36,0,9,1,3,3,0,2,0,0,0,4,0,0,0
0,53,0,15,2,3,3,0,3,0,0,0,3,0,0,0
7,64,3,31,2,2,2,0,3,0,1,0,2,0,0,0
0,37,11,20,2,0,0,0,3,0,0,0,3,0,0,0
0,32,0,12,1,0,0,0,2,0,0,0,4,0,1,0
0,32,2,18,3,0,0,0,4,0,0,0,3,0,0,0
0,65,15,12,1,4,4,0,2,0,0,0,4,0,0,0
0,54,0,18,4,0,0,0,5,0,0,0,4,0,0,0
0,61,4,13,1,6,6,0,2,0,0,0,5,0,0,0
0,73,4,30,3,0,0,0,4,0,0,0,4,0,1,0
0,62,0,23,3,0,0,0,4,0,0,0,4,0,1,0
0,44,0,12,2,0,0,0,3,0,0,0,4,0,2,0
0,34,3,15,2,1,1,0,3,0,0,0,3,0,0,0
16,71,10,14,2,0,0,0,3,0,1,0,5,0,0,0
0,39,0,22,3,0,0,0,4,0,0,0,3,0,0,0
12,54,4,20,2,1,1,1,3,0,2,0,3,0,0,0
0,45,0,30,1,0,0,0,2,0,0,0,3,0,1,0
13,31,2,11,1,0,0,0,2,0,1,0,2,0,0,0
0,37,3,10,1,1,1,0,2,0,0,0,4,0,0,0
0,30,0,14,2,0,0,0,3,0,0,0,5,0,0,0
0,72,7,17,1,2,2,0,2,0,0,0,6,0,0,0
56,93,7,17,3,0,0,1,3,0,2,0,3,0,0,0
0,104,23,8,1,8,8,0,2,0,0,0,10,0,0,0
0,34,0,11,1,1,1,0,2,0,0,0,3,0,0,0
0,113,4,10,1,12,12,0,2,0,0,0,4,0,0,0
0,45,1,14,1,0,0,0,2,0,0,0,2,0,3,0
0,37,5,8,1,2,2,0,2,0,0,0,3,0,0,0
0,33,0,17,1,0,0,0,2,0,0,0,3,0,0,0
0,28,0,12,1,0,0,0,2,0,0,0,3,0,0,0
0,35,1,10,1,0,0,0,2,0,0,1,4,0,0,0
0,10,0,9,1,0,0,0,2,0,0,0,2,0,0,0
0,34,0,16,1,0,0,0,2,0,0,0,3,0,0,0
0,64,0,13,2,7,7,0,3,0,0,0,6,0,0,0
0,30,3,15,2,0,0,0,3,0,0,0,3,0,0,0
0,26,0,25,2,1,1,0,3,0,0,0,2,0,0,0
28,78,2,10,2,0,0,1,3,0,2,0,4,0,0,0
0,40,0,8,1,0,0,0,2,0,0,0,5,0,0,0
13,31,2,11,1,0,1,0,2,0,1,0,2,0,0,0
0,56,0,12,2,2,2,0,3,0,0,0,5,0,0,0
0,51,7,12,2,5,5,0,3,0,0,0,2,0,0,0
0,15,0,14,1,0,0,0,2,0,0,0,2,0,0,0
0,62,8,38,3,0,0,0,4,0,0,0,2,0,3,0
0,71,14,16,1,4,4,0,2,0,0,0,6,0,0,0
0,30,0,16,2,0,0,0,3,0,0,0,4,0,0,0
0,39,0,20,2,0,0,0,3,0,0,0,3,0,1,0
0,9,0,4,1,0,0,0,2,0,0,0,2,0,0,0
0,21,0,20,1,0,0,0,2,0,0,0,2,0,0,0
0,86,8,20,2,6,6,0,3,0,0,0,7,0,0,0
0,27,0,13,2,0,0,0,3,0,0,0,4,0,0,0
0,44,0,17,3,0,0,0,4,0,0,0,5,0,0,0
0,35,3,10,3,0,0,0,4,0,0,0,4,0,0,0
0,33,2,9,1,1,1,0,2,0,0,0,4,0,0,0
0,28,0,14,2,0,0,0,3,0,0,0,4,0,0,0
0,39,0,16,2,0,0,0,3,0,0,0,3,0,2,0
0,33,0,11,2,0,0,0,3,0,0,0,3,0,0,0
0,46,0,35,2,3,3,0,3,0,0,0,2,0,0,0
0,45,0,8,1,6,6,0,2,0,0,0,3,0,0,0
0,44,5,10,1,2,2,0,2,0,0,0,4,0,0,0
0,47,0,17,1,2,2,0,2,0,0,0,3,0,0,0
0,68,8,15,2,7,7,0,3,0,0,0,6,0,0,0
0,53,5,10,1,3,3,0,2,0,0,0,4,0,0,0
0,75,6,14,1,9,9,0,2,0,0,0,5,0,0,0
26,61,6,19,2,0,4,0,3,0,0,0,2,0,0,0
0,27,2,9,2,1,1,0,3,0,0,0,2,0,0,0
0,39,0,8,1,0,0,0,2,0,0,0,5,0,0,0
0,46,15,12,1,2,2,0,2,0,0,0,4,0,0,0
0,27,0,16,2,0,0,0,3,0,0,0,2,0,0,0
0,81,0,24,2,1,1,0,3,0,0,0,4,0,0,0
0,26,3,14,2,0,0,0,3,0,0,0,3,0,0,0
0,24,7,8,1,0,0,0,2,0,0,0,4,0,0,0
11,42,7,14,2,0,0,0,3,0,1,0,2,0,0,0
0,36,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,29,0,15,2,0,0,0,3,0,0,0,4,0,0,0
0,23,0,17,1,0,0,0,2,0,0,0,3,0,0,0
27,76,9,17,2,0,0,0,3,0,1,0,4,0,1,0
0,93,6,27,1,9,9,0,2,0,0,0,5,0,0,0
6,62,1,19,1,0,0,0,2,0,1,0,3,0,2,0
0,40,0,8,1,0,0,0,2,0,0,0,5,0,0,0
0,44,2,28,4,0,0,0,5,0,0,0,2,0,0,0
0,26,0,16,2,0,0,0,3,0,0,0,3,0,0,0
0,42,0,41,2,0,0,0,3,0,0,0,2,0,0,0
0,30,0,19,2,0,0,0,3,0,0,0,3,0,0,0
0,47,8,12,2,3,3,0,3,0,0,0,3,0,0,0
13,31,1,11,1,0,0,0,2,0,1,0,2,0,1,0
0,27,7,8,1,0,0,0,2,0,0,0,4,0,0,0
0,43,0,16,2,0,0,0,3,0,0,0,3,0,2,0
0,60,3,17,2,1,1,0,3,0,0,0,6,0,0,0
0,65,8,17,2,5,5,0,3,0,0,0,3,0,0,0
13,31,2,11,1,0,0,0,2,0,1,0,2,0,0,0
0,27,0,16,2,0,0,0,3,0,0,0,2,0,0,0
0,24,7,8,1,0,0,0,2,0,0,0,4,0,0,0
0,34,12,16,1,0,0,0,2,0,0,0,3,0,0,0
0,18,0,17,1,0,0,0,2,0,0,0,2,0,0,0
0,52,5,11,1,5,5,0,2,0,0,0,3,0,0,0
0,96,8,16,1,10,10,0,2,0,0,0,6,0,0,0
0,78,7,22,3,0,0,0,4,0,0,0,5,0,3,0
0,20,0,19,1,0,0,0,2,0,0,0,2,0,0,0
17,41,8,14,2,0,0,1,3,0,2,0,3,0,0,0
0,42,8,7,2,0,0,0,3,0,0,0,8,0,0,0
0,40,0,16,3,0,0,0,4,0,0,0,4,0,0,0
0,55,1,16,2,0,0,0,3,0,0,0,4,0,2,0
0,45,0,23,3,0,0,0,4,0,0,0,4,0,0,0
0,42,0,13,3,0,0,0,4,0,0,0,4,0,0,0
0,37,0,12,1,0,0,0,2,0,0,0,2,0,0,0
0,56,0,10,2,0,0,0,3,0,0,0,3,0,4,0
0,17,0,16,2,0,0,0,3,0,0,0,2,0,0,0
0,62,7,11,2,3,3,0,3,0,0,0,3,0,0,0
0,47,1,14,2,4,4,0,3,0,0,0,2,0,0,0
0,27,4,14,2,0,0,0,3,0,0,0,3,0,0,0
13,31,2,11,1,0,0,0,2,0,1,0,2,0,0,0
0,93,0,15,1,6,6,0,2,0,0,0,6,0,0,0
0,32,0,13,2,1,1,0,3,0,0,0,3,0,0,0
0,20,0,19,2,0,0,0,3,0,0,0,2,0,0,0
0,42,2,10,2,0,0,0,3,0,0,0,3,0,2,0
0,37,0,16,2,1,1,0,3,0,0,0,2,0,0,0
42,64,7,12,2,0,0,2,3,0,3,0,2,0,0,0
0,39,5,12,1,1,1,0,2,0,0,0,6,0,0,0
0,32,0,7,2,0,0,0,3,0,0,0,3,0,1,0
0,36,16,15,1,0,0,0,2,0,0,0,6,0,0,0
0,35,0,17,1,0,0,0,2,0,0,0,3,0,0,0
0,44,0,21,2,0,0,0,3,0,0,0,4,0,0,0
0,25,0,16,3,0,0,0,4,0,0,0,2,0,0,0
0,51,0,22,4,0,0,0,5,0,0,0,5,0,0,0
0,35,14,13,3,2,2,0,4,0,0,0,2,0,0,0
0,91,8,14,2,0,0,0,3,0,0,0,6,0,8,0
0,78,1,20,2,4,4,0,3,0,0,0,5,0,0,0
0,26,0,25,2,0,0,0,3,0,0,0,2,0,0,0
0,54,4,11,1,0,0,0,2,0,0,0,3,0,4,0
0,29,0,9,1,2,2,0,2,0,0,0,3,0,0,0
29,49,0,8,2,0,0,0,3,0,1,0,3,0,1,0
0,89,17,8,1,12,12,0,2,0,0,0,4,0,0,0
0,65,0,16,4,0,0,0,5,0,0,0,6,0,0,0
0,92,8,15,2,5,5,0,3,0,0,0,7,0,0,0
0,21,0,20,1,0,0,0,2,0,0,0,2,0,0,0
0,91,3,21,1,8,8,0,2,0,0,0,5,0,0,0
0,80,10,20,2,9,9,0,3,0,0,0,2,0,0,0
0,31,0,13,1,0,0,0,2,0,0,0,2,0,0,0
0,79,0,24,2,3,3,0,3,0,0,0,3,0,0,0
0,59,5,11,2,5,5,0,3,0,0,0,3,0,0,0
31,64,13,15,2,0,0,1,3,0,2,0,2,0,2,0
0,59,7,19,2,2,2,0,3,0,0,0,4,0,0,0
11,41,5,19,2,0,0,0,3,0,1,0,2,0,0,0
0,29,0,28,2,0,0,0,3,0,0,0,2,0,0,0
0,45,0,17,1,1,1,0,2,0,0,0,3,0,0,0
17,47,7,11,2,0,0,0,3,0,1,0,3,0,0,0
0,36,0,8,1,0,0,0,2,0,0,0,5,0,0,0
0,42,5,13,2,0,0,0,3,0,0,0,4,0,0,0
0,34,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,50,1,9,1,2,2,0,2,0,0,0,4,0,0,0
0,39,0,16,2,0,0,0,3,0,0,0,2,0,2,0
0,33,0,12,1,0,0,0,2,0,0,0,5,0,0,0
0,36,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,72,0,15,1,0,0,0,2,0,0,0,5,0,6,0
11,44,16,12,3,2,2,0,4,0,1,0,2,0,0,0
11,51,2,20,2,1,1,0,3,0,1,0,3,0,0,0
0,32,0,9,2,1,1,0,3,0,0,0,3,0,0,0
0,40,0,16,2,0,0,0,3,0,0,0,3,0,1,0
0,26,6,12,1,0,0,0,2,0,0,0,3,0,0,0
0,31,0,18,4,0,0,0,5,0,0,0,3,0,0,0
46,68,8,11,2,0,0,1,3,0,2,3,2,0,0,0
0,34,2,13,2,0,0,0,3,0,0,0,3,0,0,0
